Domain,Old Path,Manual URL/Path,Dynamic Target Type,Dynamic Target ID
www.buyorganicsonline.com.au,/earthwise-dishwasher-powder-lemon-1kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-dishwasher-powder-lemon-2kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-dishwasher-tablets-lemon-30/,/,,
www.buyorganicsonline.com.au,/earthwise-dishwasher-tablets-lemon-50/,/,,
www.buyorganicsonline.com.au,/earthwise-dishwasher-rinse-aid-250ml/,/,,
www.buyorganicsonline.com.au,/earthwise-dish-liquid-lemon-aloe-vera-400ml/,/,,
www.buyorganicsonline.com.au,/earthwise-dish-liquid-rosehip-aloe-vera-400ml/,/,,
www.buyorganicsonline.com.au,/earthwise-dish-liquid-rosehip-aloe-vera-750-ml/,/,,
www.buyorganicsonline.com.au,/earthwise-laundry-powder-fragrance-free-1kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-laundry-powder-orange-eucalyptus-1kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-laundry-powder-lavender-1kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-laundry-powder-fragrance-free-2kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-laundry-powder-orange-eucalyptus-2kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-laundry-powder-lavender-2kg/,/superfoods-supplements/,,
www.buyorganicsonline.com.au,/earthwise-laundry-liquid-fragrance-free-1l/,/,,
www.buyorganicsonline.com.au,/earthwise-laundry-liquid-orange-eucalyptus-1l/,/,,
www.buyorganicsonline.com.au,/earthwise-laundry-liquid-fragrance-free-2l/,/,,
www.buyorganicsonline.com.au,/earthwise-laundry-liquid-orange-eucalyptus-2l/,/,,
www.buyorganicsonline.com.au,/earthwise-laundry-liquid-lavender-2l/,/,,
www.buyorganicsonline.com.au,/earthwise-fabric-stain-remover-lavender-eucalyptus-500ml/,/,,
www.buyorganicsonline.com.au,/earthwise-oxygenated-whitener-lavender-eucalyptus-1kg/,/,,
www.buyorganicsonline.com.au,/earthwise-wool-delicates-white-lily-1l/,/,,
www.buyorganicsonline.com.au,/earthwise-fabric-softener-papaya-aloe-vera-1l/,/,,
www.buyorganicsonline.com.au,/plantasy-foods-plant-based-protein-soy-free-100-pea-protein-meat-alternative-150g/,/superfoods-supplements/protein/,,
www.buyorganicsonline.com.au,/plantasy-foods-nut-roast-with-cranberries-includes-baking-pan-300g/,/,,
www.buyorganicsonline.com.au,/plantasy-foods-pure-potato-mash-instant-mix-150g/,/,,
www.buyorganicsonline.com.au,/plantasy-foods-potato-spinach-mash-instant-mix-150g/,/,,
www.buyorganicsonline.com.au,/plantasy-foods-low-carb-potato-mash-instant-mix-150g/,/,,
www.buyorganicsonline.com.au,/plantasy-foods-gluten-free-pasta-abc-alfabeto-200g/,/noodles/,,
www.buyorganicsonline.com.au,/plantasy-foods-gluten-free-pasta-sea-shells-conchiglie-250g/,/noodles/,,
www.buyorganicsonline.com.au,/plantasy-foods-gluten-free-pasta-little-stars-stelline-200g/,/noodles/,,
www.buyorganicsonline.com.au,/the-goodnight-co-pure-essential-oil-calm-blend-10ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-goodnight-co-pure-essential-oil-good-morning-blend-10ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-goodnight-co-pure-essential-oil-goodnight-blend-10ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-goodnight-co-ceramic-diffuser-black-ultrasonic/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-essential-oil-roll-on-calm-blend-10ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-goodnight-co-essential-oil-roll-on-good-morning-blend-10ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-goodnight-co-essential-oil-roll-on-goodnight-blend-10ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-goodnight-co-sleep-mist-sweet-dreams-10ml/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-sleep-mist-sweet-dreams-100ml/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-homoeopathic-oral-liquid-calm-drops-20ml/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-homoeopathic-oral-liquid-cold-flu-drops-20ml/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-homoeopathic-oral-liquid-deep-sleep-drops-20ml/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-homoeopathic-oral-liquid-menopause-drops-20ml/,/,,
www.buyorganicsonline.com.au,/the-goodnight-co-homoeopathic-oral-liquid-morning-drops-20ml/,/,,
www.buyorganicsonline.com.au,/the-ginger-people-gin-gins-ginger-candy-bag-chewy-original-60g/,/,,
www.buyorganicsonline.com.au,/the-hello-cup-menstrual-cup-black-xs-x-1/,/,,
www.buyorganicsonline.com.au,/huskee-reusable-coffee-cup-charcoal-6oz-177ml/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/huskee-reusable-coffee-cup-natural-6oz-177ml/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/huskee-reusable-coffee-cup-charcoal-8oz-236ml/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/huskee-reusable-coffee-cup-natural-8oz-236ml/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/huskee-reusable-coffee-cup-charcoal-12oz-354ml/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/huskee-reusable-coffee-cup-natural-12oz-354ml/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/the-jojoba-company-certified-organic-jojoba-oil-for-body-200ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/the-jojoba-company-certified-organic-jojoba-oil-for-body-100ml/,/plant-animal-oils/,,
www.buyorganicsonline.com.au,/kintra-foods-tulsi-sleepy-tea-bags-x-25/,/drinks/tea-coffee/,,
www.buyorganicsonline.com.au,/jack-n-jill-toothbrush-children-monkey-biodegradable-x-1/,/beauty-personal-care/oral-care/,,
www.buyorganicsonline.com.au,/jack-n-jill-toothbrush-children-unicorn-biodegradable-x-1/,/beauty-personal-care/oral-care/,,
www.buyorganicsonline.com.au,/jack-n-jill-hand-sanitizer-holder-dino-anti-bacterial-2x-29ml/,/,,
