id,from_path,target_type,target_destination,target_entity_id,category,site_id
31779,/dr-organic-pomegranate-skin-lotion-200ml/,brand,Brand ID: 69,69,standard-product,1000
31780,/coconut-juice-blend-organic-946ml-lakewood/,brand,Brand ID: 393,393,standard-product,1000
31781,/herbal-creams-thuja-thrush-ringworm-100-grams-by-martin-pleasance/,brand,Brand ID: 391,391,standard-product,1000
31782,/blue-alkaline-water-jug-1-5-ltrs-by-ecobud/,brand,Brand ID: 133,133,standard-product,1000
31783,/veggie-super-juice-organic-946ml-lakewood/,brand,Brand ID: 393,393,standard-product,1000
31784,/jack-n-jill-storage-rinse-cup-hippo/,brand,Brand ID: 164,164,standard-product,1000
31785,/joco-reusable-glass-cup-small-8-oz-blue-236ml/,category,Category ID: 518,518,standard-product,1000
31786,/apple-green-duck-calico-bag-gourmet-x-12/,category,Category ID: 498,498,standard-product,1000
31791,/happy-skincare/,brand,Brand ID: 683,683,standard-product,1000
31793,/edwards/,brand,Brand ID: 10068,10068,standard-product,1000
31794,/planet-organic-organic-oregano-15g/,product,Product ID: 45916,45916,standard-product,1000
31795,/gentle-face-wash-organic-manuka-honey-150ml-dr-organic1/,product,Product ID: 11061,11061,standard-product,1000
31797,/nutra-organic-velvet-latte-500g/,product,Product ID: 42364,42364,standard-product,1000
31798,/raw-agave-nectar-333-grams-by-madhava/,product,Product ID: 3486,3486,standard-product,1000
31799,/wotnot-wipes-baby-x-5-pack/,product,Product ID: 46046,46046,standard-product,1000
31800,/the-body-crystal-body-spray-deodorant-electrc-vanilla-150ml/,brand,Brand ID: 371,371,standard-product,1000
31802,/natures-happiness-lit-munchkins-toddler-drink-even-van-pouch-50g/,category,Category ID: 410,410,standard-product,1000
31803,/blackmores-coq10-150mg-30c/,product,Product ID: 34985,34985,standard-product,1000
31804,/boomers-100-percent-whey-protein-isolate-300g/,product,Product ID: 42733,42733,standard-product,1000
31805,/livinia-soy-melts-refresh-essential-oils/,product,Product ID: 43863,43863,standard-product,1000
31806,/waterpark-farm-100-percent-eucalyptus-oil-50ml/,product,Product ID: 47257,47257,standard-product,1000
31807,/vogel-syphon-filter-x-5/,product,Product ID: 46016,46016,standard-product,1000
31808,/vital-protein-pea-protein-isolate-vanilla-500g/,product,Product ID: 43001,43001,standard-product,1000
31809,/vanilla-conditioner-all-hair-type-500-ml-by-australian-biologika/,brand,Brand ID: 697,697,standard-product,1000
31810,/vanilla-body-wash-950ml-by-everyday-shea-on-sale/,product,Product ID: 1258,1258,sale-expiry,1000
31811,/uv-natural-sunscreen-spf-30-50gr/,category,Category ID: 602,602,standard-product,1000
31812,/tom-pads-super-ultra-thin-organic-10s/,product,Product ID: 6292,6292,standard-product,1000
31816,/tisserand-frankincense-9ml/,product,Product ID: 46714,46714,standard-product,1000
31818,/thug-kitchen-vegan-the-official-cookbook/,category,Category ID: 553,553,standard-product,1000
31821,/the-nat-family-co-toothbrush-river-mint-and-monsoon-twin-packet/,product,Product ID: 46944,46944,standard-product,1000
31822,/the-humble-co-toothbrush-bamboo-adult-soft-white/,category,Category ID: 703,703,standard-product,1000
31823,/the-humble-co-toothbrush-bamboo-adult-soft-black/,category,Category ID: 703,703,standard-product,1000
31824,/raw-sushi-nori-125g-by-gold-mine/,product,Product ID: 9411,9411,standard-product,1000
31825,/the-ginger-people-gin-gins-arjuna-bar-16-x-35g/,brand,Brand ID: 326,326,standard-product,1000
31827,/teelixir-chaga-superfood-mushrooms-100g/,product,Product ID: 34809,34809,standard-product,1000
31828,/tea-tonic-display-cone-jar-empty-oriental-twist/,brand,Brand ID: 1041,1041,standard-product,1000
31830,/tea-green-traditional-25-bags-by-red-seal/,category,Category ID: 1216,1216,standard-product,1000
31832,/tea-black-organic-30-tbags-by-natures-cuppa/,product,Product ID: 3661,3661,standard-product,1000
31833,/superblast-100-grams-by-power-super-foods/,brand,Brand ID: 229,229,standard-product,1000
31836,/spice-girlz-jamato-sweet-spiced-tomato-ginger-relish-250g/,category,Category ID: 498,498,standard-product,1000
31837,/seven-wonders-natural-hair-care-mor-argan-oil-shampoo-250ml/,product,Product ID: 45456,45456,standard-product,1000
31838,/little-smiles-amber-kids-bracelet-15-to-17cm-dark-multi/,category,Category ID: 410,410,standard-product,1000
31839,/seven-wonders-coconut-oil-treatment-light-spray-50ml/,product,Product ID: 46927,46927,standard-product,1000
31841,/rosehip-oil-99-aco-by-emma-organics/,product,Product ID: 34888,34888,standard-product,1000
31842,/probiotic-6-species-vegecap-90-capsules-by-healthy-essentials/,product,Product ID: 43862,43862,standard-product,1000
31843,/pretorius-amino-acid-complex-60c/,category,Category ID: 514,514,standard-product,1000
31844,/plus-intestinal-cleanse-100-grams-by-colozone/,product,Product ID: 46030,46030,standard-product,1000
31846,/brands/Hylands.html,category,Category ID: 979,979,brand-page,1000
31847,/synergy-natural-organic-spirulina-500mg-100t/,product,Product ID: 2381,2381,standard-product,1000
31853,/planet-organic-pu-erh-x-25-tea-bags/,product,Product ID: 44610,44610,standard-product,1000
31854,/planet-organic-organic-whole-cloves-35g/,product,Product ID: 46642,46642,standard-product,1000
31855,/planet-organic-organic-fennel-seed-40g/,product,Product ID: 43611,43611,standard-product,1000
31857,/planet-organic-organic-coriander-ground-40g/,product,Product ID: 43437,43437,standard-product,1000
31858,/planet-organic-organic-basil-15g/,product,Product ID: 46585,46585,standard-product,1000
31859,/amber-agave-nectar-667gr-by-madhava/,product,Product ID: 3485,3485,standard-product,1000
31860,/amp/ausganica-flake-waiver-anti-dandruff-shampo-250ml/,product,Product ID: 8736,8736,standard-product,1000
31861,/amp/blueberry-bliss-125-grams-by-dr-superfoods/,product,Product ID: 1051,1051,standard-product,1000
31863,/abode-laundry-liquid-baby-5l/,product,Product ID: 46573,46573,standard-product,1000
31864,/abode-laundry-liquid-front-top-loader-wild-lavender-and-mint-1l/,product,Product ID: 42803,42803,standard-product,1000
31865,/abode-wool-wash-eucalyptus-5l/,product,Product ID: 46305,46305,standard-product,1000
31867,/acure-lavender-body-lotion-354ml/,product,Product ID: 32615,32615,standard-product,1000
31868,/acure-repair-hair-mask-argan-stem-cell-mint-118ml/,brand,Brand ID: 508,508,standard-product,1000
31869,/amazonia-immune-defence-peppermint-menthol-spray-20ml/,brand,Brand ID: 73,73,standard-product,1000
31872,/amazonia-protein-slim-and-tone-toffee-truffle-1kg-amazonia/,product,Product ID: 45787,45787,standard-product,1000
31875,/planet-organic-caraway-seed-50g/,product,Product ID: 46647,46647,standard-product,1000
31876,/planet-organic-english-breakfast-tea-refill-125g/,product,Product ID: 43277,43277,standard-product,1000
31877,/planet-organic-cinnamon-herbal-tea-25-tea-bags/,product,Product ID: 47626,47626,standard-product,1000
31878,/phytotherpy-essentials-healthy-children-by-r-santich-k-bone/,product,Product ID: 46544,46544,standard-product,1000
31879,/paleo-vanilla-20x50g-by-simply-raw/,category,Category ID: 660,660,standard-product,1000
31882,/amp/protein-supplies-australia-whey-protein-isolate-wpi-1kg/,product,Product ID: 2239,2239,standard-product,1000
31883,/amp/treatment-gel-skin-clear-organic-tea-tree-10ml-dr-organic/,product,Product ID: 10997,10997,standard-product,1000
31884,/aryya-ultrasonic-bamboo-diffuser-luna-1/,category,Category ID: 423,423,standard-product,1000
31885,/ausganica-rose-toner-100ml-on-sale/,brand,Brand ID: 67,67,sale-expiry,1000
31886,/ausganica-wintergreen-essential-oil-5ml/,brand,Brand ID: 67,67,standard-product,1000
31887,/avalon-organics-liquid-soap-lemon-355ml/,brand,Brand ID: 407,407,standard-product,1000
31888,/bar-sweet-as-white-strawberry-100g-100g-sweet-william/,product,Product ID: 30063,30063,standard-product,1000
31889,/basmati-rice-1-kg-by-pure-food-essentials/,product,Product ID: 3652,3652,standard-product,1000
31890,/basmati-rice-1kgr-by-pure-food-essentials/,product,Product ID: 3652,3652,standard-product,1000
31891,/biosun-earcandle-trad-wellbeing-ritual-1-pair-x-12-display/,product,Product ID: 44864,44864,standard-product,1000
31896,/botanicals-shampoo-moisturising-by-australian-native-500ml-yellow/,category,Category ID: 32,32,standard-product,1000
31897,/chamomile-tea-30-bags-teatulia/,category,Category ID: 741,741,standard-product,1000
31898,/coconut-balsamic-vinegar-250ml-by-niulife/,product,Product ID: 11849,11849,standard-product,1000
31899,/coconut-soap-80-grams-by-ecostore/,category,Category ID: 513,513,standard-product,1000
31900,/coconut-vanilla-body-wash-400ml-by-ecostore/,category,Category ID: 438,438,standard-product,1000
31901,/couleur-caramel-natural-mascara-brown-73/,category,Category ID: 402,402,standard-product,1000
31902,/cumin-ground-organic-6x30g-gourmet-organic-herb/,product,Product ID: 46754,46754,standard-product,1000
31903,/cumin-whole-organic-40-grams-by-gourmet-organic-herb/,product,Product ID: 42097,42097,standard-product,1000
31905,/nature-first-pumpkin-kernels-pepitas-250g/,product,Product ID: 3404,3404,standard-product,1000
31906,/natural-scents-lavender-roll-on-deodorant-100ml-on-sale/,category,Category ID: 440,440,sale-expiry,1000
31907,/natural-6x100g-vege-chips/,category,Category ID: 498,498,standard-product,1000
31909,/muesli-berry-bircher-organic-jar-525g-real-good-food/,category,Category ID: 2042,2042,standard-product,1000
31910,/abode-laundry-powder-top-sensitive-1kg/,product,Product ID: 44083,44083,standard-product,1000
31911,/martin-pleasance-vital-protein-pea-protein-isolate-chocolate-500g/,product,Product ID: 2454,2454,standard-product,1000
31912,/martin-pleasance-tissue-salts-mag-phos-muscle-rel-30ml/,product,Product ID: 45150,45150,standard-product,1000
31913,/mango-banana-apple-sneaky-snacks-6x90g-organic-bubs/,brand,Brand ID: 302,302,standard-product,1000
31914,/fulhealth-industries-high-purity-anti-microbial-silver-colloid-200-ml-50ppm/,product,Product ID: 45274,45274,standard-product,1000
31915,/pure-papayacare-baby-papaya-baby-wash-150ml/,product,Product ID: 44391,44391,standard-product,1000
31916,/little-smiles-amber-baby-necklace-teeth-33-35cm-yellow/,category,Category ID: 410,410,standard-product,1000
31917,/little-smiles-amber-baby-necklace-teeth-33-35cm-brown/,category,Category ID: 410,410,standard-product,1000
31918,/leatherwood-honey-organic-3kg/,category,Category ID: 509,509,standard-product,1000
31919,/kiwiherb-manuka-100-percent-pure-essential-oil-10ml/,brand,Brand ID: 1133,1133,standard-product,1000
31921,/happy-ears-ear-candles-cone-2-pack-1-unit-by-happy/,category,Category ID: 514,514,standard-product,1000
31922,/goldenberrys-1kgr-by-power-super-foods/,product,Product ID: 7889,7889,standard-product,1000
31923,/gold-mine-toasted-sushi-nori-25gr-on-sale/,product,Product ID: 9411,9411,sale-expiry,1000
31924,/facial-fluid-95-aco-50ml-moisturiser-by-emma-organics/,category,Category ID: 402,402,standard-product,1000
31926,/essential-hemp-grounded-natural-nut-butter-almond-chia-hemp-250g/,category,Category ID: 508,508,standard-product,1000
31927,/dr-organic-shop-by-product/,brand,Brand ID: 69,69,standard-product,1000
31928,/epzen-magnesium-bath-crystals-pure-900g-on-sale/,brand,Brand ID: 811,811,sale-expiry,1000
31929,/eco-body-sweet-almond-oil-95ml/,product,Product ID: 45852,45852,standard-product,1000
31930,/deodorant-spray-citrus-120ml-by-eo/,product,Product ID: 43885,43885,standard-product,1000
31931,/deli-crisps-purple-sweet-potato-100g-x-5/,category,Category ID: 498,498,standard-product,1000
31933,/nutra-organic-organic-wf-bars-collagn-beauty-vanilla-berry-30g-x-16-display/,brand,Brand ID: 5485,5485,standard-product,1000
31934,/nutra-organic-golden-latte-500g/,product,Product ID: 45070,45070,standard-product,1000
31935,/naturally-sweet-erythritol-2-5kg/,product,Product ID: 44608,44608,standard-product,1000
31936,/natures-goodness-kefir-turkish-yoghurt-probiotic-1-5g-x-5-sachet/,product,Product ID: 45339,45339,standard-product,1000
31937,/natracare-ultra-extra-pads-normal-with-organic-cotton-cover-x-12-pack/,product,Product ID: 44565,44565,standard-product,1000
31938,/montville-coffee-decaf-beans-1kg-on-sale/,product,Product ID: 11826,11826,sale-expiry,1000
31939,/microrganics-green-nutritionals-green-omega3-30vc/,product,Product ID: 46165,46165,standard-product,1000
31940,/microrganics-green-nutritionals-green-calcium-plant-source-240c/,product,Product ID: 1409,1409,standard-product,1000
31941,/microrganics-green-nutritional-mountain-organic-spirulina-500mg-500t/,product,Product ID: 45410,45410,standard-product,1000
31942,/microrganics-green-nutritional-green-superfoods-600mg-120vc/,product,Product ID: 45928,45928,standard-product,1000
31943,/melrose-vitamin-c-plus-bioflavonoids-orange-flav-100g-x-8-packet/,product,Product ID: 46464,46464,standard-product,1000
31944,/blooms-herb-a-lax-200c/,product,Product ID: 46991,46991,standard-product,1000
31945,/melrose-sunflower-oil-500ml/,product,Product ID: 44372,44372,standard-product,1000
31946,/body-crystal-indulgence-spray-125ml-body-crystal/,brand,Brand ID: 371,371,standard-product,1000
31947,/melrose-nut-butter-blend-coconut-cashew-250g-1/,product,Product ID: 47197,47197,standard-product,1000
31948,/black-pepper-powder-80-grams-by-pure-food-essentials/,category,Category ID: 498,498,standard-product,1000
31949,/bonvit-guarana-energy-100-percent-pure-powder-200g/,product,Product ID: 46441,46441,standard-product,1000
31950,/bonvit-roasted-dande-turmeric-chai-blend-tea-x-32-filter-bags/,product,Product ID: 42159,42159,standard-product,1000
31951,/bottle-amber-25ml-with-cap-10-pack/,product,Product ID: 43348,43348,standard-product,1000
31953,/clover-fields-jojoba-and-goatsmilk-soap-100g-x-36-display-packet/,product,Product ID: 46001,46001,standard-product,1000
31954,/melrose-flavour-free-coconut-oil-organic-325ml/,product,Product ID: 41948,41948,standard-product,1000
31955,/melrose-evening-primrose-oil-organic-200ml/,brand,Brand ID: 956,956,standard-product,1000
31956,/love-tea-organic-morning-wellness-50g/,product,Product ID: 41853,41853,standard-product,1000
31960,/herbs-of-gold-womens-multi-plus-grapeseed-12000-90t/,product,Product ID: 45505,45505,standard-product,1000
31961,/herbs-of-gold-womens-multi-plus-grapeseed-12-000-30t/,product,Product ID: 45505,45505,standard-product,1000
31962,/glimlife-poweroll-muscle-and-joint-patch-hot-x-3-packet/,product,Product ID: 45589,45589,standard-product,1000
31963,/fullhealth-silver-colloid-500ml/,product,Product ID: 32930,32930,standard-product,1000
31967,/essential-therapeutics-massage-blend-organic-5l/,product,Product ID: 44263,44263,standard-product,1000
31968,/epic-xylitol-dental-gum-peppermint-50-pc-tub/,product,Product ID: 1237,1237,standard-product,1000
31969,/eco-aroma-essential-oil-wintergreen-10ml/,brand,Brand ID: 888,888,standard-product,1000
31970,/eco-aroma-essential-oil-sandalwood-10-percent-10ml/,product,Product ID: 46361,46361,standard-product,1000
31971,/eco-aroma-essential-oil-rose-3-percent-10ml/,product,Product ID: 42442,42442,standard-product,1000
31973,/dr-organic-rose-otto-skin-toner-150ml-1/,product,Product ID: 8164,8164,standard-product,1000
31974,/dr-organic-rose-otto-eye-serum-15ml/,product,Product ID: 11042,11042,standard-product,1000
31975,/dishwashing-liquid-ginger-lemongrass-615ml-abode/,product,Product ID: 44042,44042,standard-product,1000
31976,/dark-ash-blonde-6c-130ml-by-tints-of-nature/,product,Product ID: 42487,42487,standard-product,1000
31977,/complete-health-pomegranate-100-juice-organic-700ml/,product,Product ID: 29750,29750,standard-product,1000
31978,/comforting-chamomile-16-bags-by-yogi-tea/,brand,Brand ID: 280,280,standard-product,1000
31979,/colozone-plus-intestinal-cleanse-100g/,product,Product ID: 46030,46030,standard-product,1000
31980,/clover-fields-strawberry-and-poppyseed-soap-100g-x-36-display/,product,Product ID: 45256,45256,standard-product,1000
31981,/clover-fields-shampoo-with-a-purpose-bar-volume-135g/,product,Product ID: 45040,45040,standard-product,1000
31982,/clover-fields-shampoo-with-a-purpose-bar-col-treat-135g-x-12-display/,product,Product ID: 43021,43021,standard-product,1000
31984,/clover-fields-n-gifts-pink-clay-soap-150g/,product,Product ID: 44938,44938,standard-product,1000
31985,/clover-fields-lemon-myrtle-soap-100g/,product,Product ID: 46154,46154,standard-product,1000
31986,/vitawerx-keto-mayo-smokin-aussie-bbq-350ml/,category,Category ID: 498,498,standard-product,1000
31987,/hand-sanitiser-rose-kakadu-plum-125ml-spray-saba/,category,Category ID: 979,979,standard-product,1000
31988,/brands/COMVITA---OLIVE-LEAF-EXTRACT.html,brand,Brand ID: 118,118,brand-page,1000
31989,/fulhealth-industries-high-purity-anti-microbial-silver-colloid-500-ml-50ppm/,product,Product ID: 32930,32930,standard-product,1000
31990,/essenential-therapeutics-shea-butter-organic-250g/,product,Product ID: 44889,44889,standard-product,1000
31992,/waterpark-farm-100-percent-eucalyptus-oil-200ml/,product,Product ID: 42377,42377,standard-product,1000
31994,/essential-therapeutics-pure-sweet-almond-oil-1l/,product,Product ID: 47424,47424,standard-product,1000
31997,/grapefruit-oil-10-ml-by-mt-retour/,product,Product ID: 45223,45223,standard-product,1000
31999,/oats-rolled-organic-1-kg-by-kialla/,product,Product ID: 34722,34722,standard-product,1000
32000,/essen-therap-ess-oil-spruce-extra-10ml/,brand,Brand ID: 895,895,standard-product,1000
32004,/little-smiles-amber-baby-necklace-teeth-33-35cm-drk-multi/,category,Category ID: 410,410,standard-product,1000
32005,/brauer-baby-and-child-for-trouble-sleeping-100ml/,product,Product ID: 46524,46524,standard-product,1000
32006,/fragrance-free-dish-wash-liquid-ultra-sensitive-500ml-by-ecostore/,category,Category ID: 788,788,standard-product,1000
32007,/pure-papayacare-papaya-renew-cream-100ml/,product,Product ID: 44225,44225,standard-product,1000
32008,/planet-organic-cloves-35gms/,product,Product ID: 46642,46642,standard-product,1000
32009,/essential-therapeutics-pure-sweet-almond-oil-5l/,product,Product ID: 47370,47370,standard-product,1000
32011,/tissue-salt-calc-sulph-calcium-sulphate-125-tissue-by-martin-pleasance/,product,Product ID: 42214,42214,standard-product,1000
32012,/essential-therapeutics-sesame-oil-virgin-australia-200ml/,product,Product ID: 46658,46658,standard-product,1000
32013,/seipel-health-bedtime-buddy-30vc/,category,Category ID: 514,514,standard-product,1000
32014,/dr-plotkas-mouthwatch-toothbrush-adult-soft-red/,product,Product ID: 42834,42834,standard-product,1000
32015,/pancake-baking-mix-907gr-wholesome-chow/,product,Product ID: 30522,30522,standard-product,1000
32016,/clover-fields-favourite-flower-pure-vegetable-soap-peony-140g-x-12-display/,product,Product ID: 46274,46274,standard-product,1000
32017,/hari-har-chai-original-yellow-100g/,category,Category ID: 520,520,standard-product,1000
32018,/ausganica-vetiver-essential-oil-30ml/,brand,Brand ID: 67,67,standard-product,1000
32019,/amazonia-organic-acai-powder-700g/,product,Product ID: 42674,42674,standard-product,1000
32020,/munchies-maca-cinnamon-organic-40g-raw-gorilla/,category,Category ID: 498,498,standard-product,1000
32021,/ecostore-hand-wash-rose-geranium-400ml-on-sale/,category,Category ID: 1301,1301,sale-expiry,1000
32023,/four-sigmatic-mush-mix-lions-mane-20-x-3g/,category,Category ID: 1169,1169,standard-product,1000
32024,/dr-bronner-lavender-bulk-liquid-castile-soap-3-78l-on-sale/,product,Product ID: 7086,7086,sale-expiry,1000
32025,/giovanni-d-tox-system-step-1-purifying-body-bar-150g-on-sale/,brand,Brand ID: 151,151,sale-expiry,1000
32027,/toothpaste-xylitol-mint-110g-grants/,brand,Brand ID: 9918,9918,standard-product,1000
32028,/natural-scents-lime-deodorant/,category,Category ID: 440,440,standard-product,1000
32029,/broccoli-sprout-powder-80gr-by-super-sprout/,category,Category ID: 493,493,standard-product,1000
32031,/epzen-pure-900-grams-by-power-bodycare/,brand,Brand ID: 811,811,standard-product,1000
32032,/tisserand-sleep-better-pillow-mist-100ml/,product,Product ID: 45168,45168,standard-product,1000
32033,/planet-organic-organic-rosemary-16g/,product,Product ID: 46727,46727,standard-product,1000
32034,/lavender-shampoo-conditioner-950-ml-by-everyday-shea/,product,Product ID: 1269,1269,standard-product,1000
32035,/martin-pleasance-tissue-salts-comb-t-1st-stage-illness-125t/,product,Product ID: 43285,43285,standard-product,1000
32036,/nutraorganics-natural-gelatin-unflavoured-500g-powder/,product,Product ID: 46735,46735,standard-product,1000
32038,/oil-garden-clove-bud-25ml-tester/,product,Product ID: 43466,43466,standard-product,1000
32040,/conditioner-236ml-by-alaffia/,brand,Brand ID: 509,509,standard-product,1000
32042,/perfect-health-solutions-coral-white-toothpaste-170g-x-12/,product,Product ID: 45272,45272,standard-product,1000
32043,/body-crystal-electric-vanilla-spray-125ml/,brand,Brand ID: 371,371,standard-product,1000
32044,/coffee-ground-decaf-organic-200g-inca-fe/,category,Category ID: 559,559,standard-product,1000
32045,/dpp-goat-moisturising-wash-original-500ml/,product,Product ID: 43930,43930,standard-product,1000
32046,/antipodes-lipstick-south-pacific-coral-4g/,product,Product ID: 42853,42853,standard-product,1000
32049,/natures-happiness-lit-munchkins-toddler-drink-morn-chocolate-pouch-50g/,category,Category ID: 410,410,standard-product,1000
32052,/vitality-super-mix-150-grams-by-dr-superfoods/,brand,Brand ID: 124,124,standard-product,1000
32053,/amazonia-raw-protein-isolate-vanilla-500g-on-sale/,product,Product ID: 32583,32583,sale-expiry,1000
32054,/deli-crisps-yellow-sweet-potato-5-x-100g-bags-by-vege-chips/,category,Category ID: 498,498,standard-product,1000
32057,/jar-amber-60g-with-lid-10-pack/,product,Product ID: 44081,44081,standard-product,1000
32059,/brands/EO.html,category,Category ID: 440,440,brand-page,1000
32060,/Blackmores-Executive-B-Stress-Formula-62t,brand,Brand ID: 1128,1128,standard-product,1000
32061,/brands/LITTLESMILESAMBER/,category,Category ID: 410,410,brand-page,1000
32062,/healthwise-l-carnitine-1kg/,brand,Brand ID: 918,918,standard-product,1000
32064,/pure-food-essentials-rapadura-sugar-300g/,product,Product ID: 3502,3502,standard-product,1000
32065,/cellfood-oxygen-gel-60ml-on-sale/,category,Category ID: 402,402,sale-expiry,1000
32066,/essential-hemp-organic-hemp-flour-1kg-hemp-foods-australia/,category,Category ID: 1641,1641,standard-product,1000
32067,/power-super-foods-chia-seeds-500g-on-sale/,category,Category ID: 606,606,sale-expiry,1000
32068,/dr-organic-virgin-olive-oil-roll-on-deodorant-50ml/,brand,Brand ID: 69,69,standard-product,1000
32069,/weleda-body-oil-evening-primrose-100ml/,brand,Brand ID: 1059,1059,standard-product,1000
32070,/global-organics-pesto-w-tofu-organic-120g/,brand,Brand ID: 291,291,standard-product,1000
32071,/happy-hippie-organic-kombucha-hemp-cucumber-melon-mint-330ml/,category,Category ID: 518,518,standard-product,1000
32072,/ethique-kids-trial-pack-trial-pack-for-little-ones-60g/,brand,Brand ID: 5529,5529,standard-product,1000
32073,/life-cykel-plant-protein-500g/,brand,Brand ID: 8110,8110,standard-product,1000
32074,/moltex-nature-eco-nappy-newborn-2-4kg-22s/,category,Category ID: 410,410,standard-product,1000
32075,/lenny-larry-complete-cookie-oatmeal-raisin-113g/,category,Category ID: 654,654,standard-product,1000
32076,/kallo-stock-cubes-low-salt-veg-org-60g/,category,Category ID: 498,498,standard-product,1000
32077,/kallo-stock-cubes-tomato-herb-org-66g/,category,Category ID: 498,498,standard-product,1000
32078,/life-cykel-reishi-cacao-orgmushroom-drink-100g/,brand,Brand ID: 8110,8110,standard-product,1000
32079,/kallo-dark-choc-thin-rice-cakes-org-90g/,category,Category ID: 498,498,standard-product,1000
32080,/marigold-health-foods-gravy-powder-vegetarian-110g/,category,Category ID: 498,498,standard-product,1000
32081,/marigold-health-foods-bouillon-powder-red-150g/,category,Category ID: 498,498,standard-product,1000
32082,/sunwarrior-classic-plus-organic-natural-375g/,category,Category ID: 573,573,standard-product,1000
32083,/sunwarrior-classic-plus-organic-chocolate-750g/,category,Category ID: 573,573,standard-product,1000
32084,/limitless-nutrition-amino-400g/,category,Category ID: 573,573,standard-product,1000
32085,/sunwarrior-classic-plus-organic-vanilla-750g/,category,Category ID: 573,573,standard-product,1000
32086,/sunwarrior-classic-organic-natural-375g/,category,Category ID: 573,573,standard-product,1000
32087,/sunwarrior-warrior-blend-vanilla-750g/,category,Category ID: 573,573,standard-product,1000
32088,/lenny-larry-complete-cookie-double-choc-113g/,category,Category ID: 654,654,standard-product,1000
32089,/moltex-nature-eco-nappy-mini-3-6kg-38s/,category,Category ID: 410,410,standard-product,1000
32090,/moltex-nature-eco-nappy-midi-4-9kg-33s/,category,Category ID: 410,410,standard-product,1000
32091,/moltex-nature-eco-nappy-maxi-7-18kg-30s/,category,Category ID: 410,410,standard-product,1000
32092,/moltex-nature-eco-nappy-junior-11-25kg-26s/,category,Category ID: 410,410,standard-product,1000
32093,/moltex-nature-eco-nappy-junior-xl-16-30kg-21s/,category,Category ID: 410,410,standard-product,1000
32094,/naked-paleo-paleo-bar-minty-matcha-65g/,category,Category ID: 554,554,standard-product,1000
32095,/natures-sunshine-globe-artichoke/,brand,Brand ID: 1114,1114,standard-product,1000
32096,/natures-sunshine-korean-ginseng-390mg-100c/,brand,Brand ID: 1114,1114,standard-product,1000
32097,/planet-organic-spirulina-powder-300g/,category,Category ID: 620,620,standard-product,1000
32098,/sunwarrior-classic-organic-vanilla-375g/,category,Category ID: 573,573,standard-product,1000
32099,/pandas-by-luvme-swim-nappy-boy-patterns-multi-fit/,category,Category ID: 410,410,standard-product,1000
32100,/sunwarrior-warrior-blend-chocolate-375g/,category,Category ID: 573,573,standard-product,1000
32101,/sunwarrior-warrior-blend-natural-750g/,category,Category ID: 573,573,standard-product,1000
32102,/protexin-biokult-120-cap-120c/,category,Category ID: 573,573,standard-product,1000
32103,/sunwarrior-classic-plus-organic-vanilla-375g/,category,Category ID: 573,573,standard-product,1000
32104,/sunwarrior-classic-plus-organic-natural-750g/,category,Category ID: 573,573,standard-product,1000
32105,/pandas-by-luvme-swim-nappy-unisex-patterns-multi-fit/,category,Category ID: 410,410,standard-product,1000
32107,/change-hand-sanitizer-aloe-vera-auto-dispencer-w-2-tablets-x-8-packs/,category,Category ID: 1301,1301,standard-product,1000
32109,/sunwarrior-warrior-blend-vanilla-375g/,category,Category ID: 573,573,standard-product,1000
32111,/sunwarrior-classic-organic-vanilla-750g/,category,Category ID: 573,573,standard-product,1000
32112,/sunwarrior-classic-organic-natural-750g/,category,Category ID: 573,573,standard-product,1000
32113,/ancient-secrets-ancient-secrets-nasal-cleansing-salt-283gr/,category,Category ID: 543,543,standard-product,1000
32114,/little-smiles-amber-baby-necklace-teeth-33-to-35cm-raw-multi/,category,Category ID: 410,410,standard-product,1000
32115,/dj-a-beetroot-slices-35g/,category,Category ID: 498,498,standard-product,1000
32117,/sun-earth-tinted-cream-earthy-dark-50g/,category,Category ID: 601,601,standard-product,1000
32118,/cellfood-oxygen-gel-60ml/,category,Category ID: 402,402,standard-product,1000
32120,/melrose-flaxseed-oil-certified-organic-200ml/,product,Product ID: 42297,42297,standard-product,1000
32121,/fragrance-free-dish-tablets-30-tablets-by-ecostore/,category,Category ID: 788,788,standard-product,1000
32122,/propolis-first-aid-handbook-ways-use-propolis-by-g-kowalski/,product,Product ID: 43568,43568,standard-product,1000
32123,/ecostore-citrus-multi-purpose-spray-cleaner-500ml/,category,Category ID: 1456,1456,standard-product,1000
32124,/little-smiles-amber-kids-bracelet-15-to-17cm-brown/,category,Category ID: 410,410,standard-product,1000
32125,/little-smiles-amber-baby-necklace-teeth-33-to-35cm-brown/,category,Category ID: 410,410,standard-product,1000
32127,/little-smiles-amber-baby-bracelet-14-to-15cm-dark-multi/,category,Category ID: 410,410,standard-product,1000
32128,/brands/MoltexNature/,category,Category ID: 410,410,brand-page,1000
32129,/bee-natural-toner-cleanser-fresh-lemon-myrtle-100ml/,brand,Brand ID: 846,846,standard-product,1000
32130,/day-cream-50ml-by-acure/,brand,Brand ID: 508,508,standard-product,1000
32132,/ambrosia-peanut-butter-smooth-100-organic-375g/,brand,Brand ID: 355,355,standard-product,1000
32133,/ambrosia-peanut-butter-crunchy-100-375g/,brand,Brand ID: 355,355,standard-product,1000
